Date,Open,High,Low,Close,Adj Close,Volume
2020-03-20,4105.421875,4238.263184,3918.340088,4194.943848,4194.943848,63008300
2020-03-23,4194.943848,4194.943848,3975.190918,3989.517090,3989.517090,32514300
2020-03-24,3989.517090,4123.562012,3911.716064,3937.632080,3937.632080,45744100
2020-03-26,3937.632080,4370.660156,3935.914063,4338.903809,4338.903809,81100100
2020-03-27,4338.903809,4697.666016,4338.903809,4545.570801,4545.570801,77851100
2020-03-30,4545.570801,4545.570801,4317.713867,4414.500000,4414.500000,27552200
2020-03-31,4414.500000,4569.473145,4414.500000,4538.930176,4538.930176,43426600
2020-04-01,4538.930176,4627.417969,4445.138184,4466.037109,4466.037109,41848000
2020-04-02,4466.037109,4531.685059,4393.668945,4531.685059,4531.685059,46011500
2020-04-03,4531.685059,4623.429199,4531.685059,4623.429199,4623.429199,58684300
2020-04-06,4623.429199,4811.827148,4623.429199,4811.827148,4811.827148,70452900
2020-04-07,4811.827148,4975.536133,4721.721191,4778.639160,4778.639160,86224800
2020-04-08,4778.639160,4780.214844,4583.900879,4626.694824,4626.694824,45557700
2020-04-09,4626.694824,4669.709961,4562.901855,4649.079102,4649.079102,53523100
2020-04-13,4649.079102,4659.029785,4591.728027,4623.894043,4623.894043,45586600
2020-04-14,4623.894043,4706.491211,4623.894043,4706.491211,4706.491211,55226400
2020-04-15,4706.491211,4747.725098,4605.054199,4625.904785,4625.904785,63059600
2020-04-16,4480.606934,4480.606934,4480.606934,4480.606934,4480.606934,0
2020-04-17,4480.606934,4637.242188,4480.606934,4634.820801,4634.820801,54547300
2020-04-20,4634.820801,4669.541992,4573.773926,4575.904785,4575.904785,52113500
2020-04-21,4575.904785,4575.904785,4482.639160,4501.918945,4501.918945,42328500
2020-04-22,4501.918945,4580.680176,4441.089844,4567.562012,4567.562012,48368900
2020-04-23,4567.562012,4629.025879,4567.562012,4593.554199,4593.554199,49463700
2020-04-24,4593.554199,4593.830078,4496.063965,4496.063965,4496.063965,46122600
2020-04-27,4496.063965,4541.312012,4474.893066,4513.141113,4513.141113,36774700
2020-04-28,4513.141113,4532.378906,4494.470215,4529.554199,4529.554199,45440500
2020-04-29,4529.554199,4568.665039,4523.955078,4567.323242,4567.323242,41461800
2020-04-30,4567.323242,4726.773926,4567.323242,4716.402832,4716.402832,60229700
2020-05-04,4716.402832,4716.402832,4576.228027,4605.486816,4605.486816,39084200
2020-05-05,4605.486816,4667.786133,4605.486816,4630.132813,4630.132813,47829500
2020-05-06,4630.132813,4647.524902,4597.750977,4608.790039,4608.790039,45079300
2020-05-08,4608.790039,4630.588867,4586.738770,4597.430176,4597.430176,47798700
2020-05-11,4597.430176,4659.861816,4597.430176,4639.104980,4639.104980,45461000
2020-05-12,4639.104980,4644.134766,4552.387207,4588.733887,4588.733887,46906900
2020-05-13,4588.733887,4588.733887,4519.978027,4554.358887,4554.358887,45092300
2020-05-14,4554.358887,4564.149902,4494.153809,4513.833984,4513.833984,47342600
2020-05-15,4513.833984,4540.420898,4460.272949,4507.606934,4507.606934,46257200
2020-05-18,4507.606934,4527.967773,4487.179199,4511.058105,4511.058105,45156900
2020-05-19,4511.058105,4609.041992,4511.058105,4548.655762,4548.655762,51665300
2020-05-20,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,42464800
2020-05-26,4545.952148,4634.652832,4541.833984,4626.798828,4626.798828,53757500
2020-05-27,4626.798828,4641.555176,4597.372070,4641.555176,4641.555176,60985400
2020-05-28,4641.555176,4741.603027,4638.808105,4716.185059,4716.185059,68549600
2020-05-29,4716.185059,4755.957031,4704.788086,4753.611816,4753.611816,104791300
2020-06-02,4753.611816,4884.011230,4753.611816,4847.506836,4847.506836,73135500
2020-06-03,4847.506836,4960.070801,4847.506836,4941.005859,4941.005859,101631500
2020-06-04,4941.005859,5014.764160,4899.390137,4916.704102,4916.704102,110933800
2020-06-05,4916.704102,4948.512207,4851.148926,4947.782227,4947.782227,86864800
2020-06-08,4947.782227,5103.085938,4947.782227,5070.561035,5070.561035,138169200
2020-06-09,5070.561035,5139.405762,5023.767090,5035.055176,5035.055176,115140600
2020-06-10,5035.055176,5036.855957,4892.817871,4920.682129,4920.682129,84234700
2020-06-11,4920.682129,4931.242188,4812.192871,4854.753906,4854.753906,71655200
2020-06-12,4854.753906,4880.358887,4712.073242,4880.358887,4880.358887,80885000
2020-06-15,4880.358887,4918.056152,4809.619141,4816.335938,4816.335938,64138400
2020-06-16,4816.335938,4989.526855,4816.335938,4986.458008,4986.458008,75836700
2020-06-17,4986.458008,5018.984863,4968.925781,4987.775879,4987.775879,68366200
2020-06-18,4987.775879,4993.613770,4925.248047,4925.248047,4925.248047,70877500
2020-06-19,4925.248047,4970.066895,4925.248047,4942.274902,4942.274902,57556700
2020-06-22,4942.274902,4957.666016,4904.766113,4918.831055,4918.831055,47869800
2020-06-23,4918.831055,4938.394043,4879.132813,4879.132813,4879.132813,54884300
2020-06-24,4879.132813,4977.650879,4879.132813,4964.734863,4964.734863,62466500
2020-06-25,4964.734863,4964.734863,4883.709961,4896.729980,4896.729980,50705900
2020-06-26,4896.729980,4941.138184,4882.141113,4904.087891,4904.087891,44280300
2020-06-29,4904.087891,4909.905762,4862.041016,4901.817871,4901.817871,44174500
2020-06-30,4901.817871,4939.839844,4894.120117,4905.392090,4905.392090,51279100
2020-07-01,4905.392090,4928.611816,4885.602051,4914.388184,4914.388184,43243400
2020-07-02,4914.388184,4966.779785,4914.388184,4966.779785,4966.779785,55396200
2020-07-03,4966.779785,4997.481934,4964.107910,4973.793945,4973.793945,55723400
2020-07-06,4973.793945,5009.345215,4973.490234,4988.866211,4988.866211,64282100
2020-07-07,4988.866211,5011.712891,4982.333984,4987.082031,4987.082031,72834600
2020-07-08,4987.082031,5080.251953,4985.017090,5076.173828,5076.173828,73499000
2020-07-09,5076.173828,5111.563965,5041.930176,5052.793945,5052.793945,79794300
2020-07-10,5052.793945,5076.520996,5022.169922,5031.255859,5031.255859,67684500
2020-07-13,5031.255859,5075.098145,5024.934082,5064.446777,5064.446777,65331900
2020-07-14,5064.446777,5079.122070,5053.722168,5079.122070,5079.122070,71530500
2020-07-15,5079.122070,5116.463867,5069.380859,5075.797852,5075.797852,82580500
2020-07-16,5075.797852,5107.259766,5075.797852,5098.374023,5098.374023,68710400
2020-07-17,5098.374023,5110.430176,5073.557129,5079.584961,5079.584961,61709100
2020-07-20,5079.584961,5100.191895,5031.888184,5051.105957,5051.105957,68632100
2020-07-21,5051.105957,5135.559082,5047.085938,5114.708984,5114.708984,83156800
2020-07-22,5114.708984,5142.043945,5099.566895,5110.187012,5110.187012,79454100
2020-07-23,5110.220215,5162.979980,5110.220215,5145.009766,5145.009766,98800000
2020-07-24,5145.011230,5149.589844,5074.492188,5082.991211,5082.991211,97013800
2020-07-27,5082.991211,5116.666016,5080.121094,5116.666016,5116.666016,103523300
2020-07-28,5116.666016,5143.286133,5097.418945,5112.988770,5112.988770,91890400
2020-07-29,5111.109863,5149.629883,5091.399902,5149.629883,5149.629883,80750000
2020-07-30,5111.112793,5149.626953,5091.399902,5149.626953,5149.626953,80749900
2020-08-03,5149.626953,5157.272949,4928.467773,5006.223145,5006.223145,83815200
2020-08-04,5006.223145,5075.001953,5006.223145,5075.001953,5075.001953,73766600
2020-08-05,5075.001953,5127.050781,5059.088867,5127.050781,5127.050781,84611300
2020-08-06,5127.050781,5187.963867,5127.050781,5178.271973,5178.271973,90452400
2020-08-07,5178.271973,5187.374023,5119.683105,5143.893066,5143.893066,91282400
2020-08-10,5157.833984,5157.833984,5157.833984,5157.833984,5157.833984,0
2020-08-11,5157.930176,5201.450195,5157.930176,5190.169922,5190.169922,88400000
2020-08-12,5190.166016,5235.520020,5178.458984,5233.452148,5233.452148,96807400
2020-08-13,5233.452148,5279.349121,5218.413086,5239.250000,5239.250000,84601700
2020-08-14,5239.250000,5255.374023,5221.919922,5247.689941,5247.689941,70397600
2020-08-18,5247.689941,5316.132813,5243.995117,5295.173828,5295.173828,95642400
2020-08-19,5295.173828,5327.315918,5268.506836,5272.810059,5272.810059,92676400
2020-08-24,5272.810059,5294.153809,5261.408203,5277.041016,5277.041016,138410800
2020-08-25,5277.041016,5341.376953,5276.957031,5338.888184,5338.888184,146510200
2020-08-26,5338.888184,5351.471191,5324.612793,5340.328125,5340.328125,137729200
2020-08-27,5340.328125,5371.472168,5325.487793,5371.472168,5371.472168,134549700
2020-08-28,5371.472168,5381.948242,5325.604980,5346.659180,5346.659180,107955900
2020-08-31,5346.659180,5369.446777,5233.143066,5238.486816,5238.486816,124088000
2020-09-01,5238.486816,5310.679199,5219.208008,5310.679199,5310.679199,90465800
2020-09-02,5310.679199,5337.099121,5295.276855,5311.970215,5311.970215,121613800
2020-09-03,5311.970215,5331.167969,5242.171875,5280.812988,5280.812988,136923000
2020-09-04,5280.812988,5280.812988,5188.608887,5239.851074,5239.851074,95095800
2020-09-07,5235.009766,5245.349121,5195.865234,5230.195801,5230.195801,80111600
2020-09-08,5232.917969,5256.305176,5232.917969,5244.071777,5244.071777,103353200
2020-09-09,5214.032227,5216.020020,5135.812012,5149.375977,5149.375977,101220300
2020-09-10,5084.326172,5084.483887,4878.279785,4891.460938,4891.460938,82384700
2020-09-11,4804.644043,5016.711914,4754.798828,5016.711914,5016.711914,125812400
2020-09-14,5060.023926,5161.828125,5059.267090,5161.828125,5161.828125,109865600
2020-09-15,5169.245117,5187.278809,5091.293945,5100.865234,5100.865234,113645500
2020-09-16,5108.127930,5117.287109,5051.753906,5058.481934,5058.481934,88769100
2020-09-17,5058.950195,5099.577148,5013.186035,5038.400879,5038.400879,85305000
2020-09-18,5037.369141,5072.680176,5023.443848,5059.223145,5059.223145,105751600
2020-09-21,5058.990234,5075.818848,4987.748047,4999.359863,4999.359863,106452100
2020-09-22,4947.730957,4978.440918,4919.109863,4934.092773,4934.092773,74792200
2020-09-23,4946.502930,4984.238770,4873.020996,4917.955078,4917.955078,70609200
2020-09-24,4876.351074,4897.336914,4820.331055,4842.755859,4842.755859,65673400
2020-09-25,4867.962891,4949.303223,4848.024902,4945.791016,4945.791016,88843900
2020-09-28,4962.953125,4991.762207,4905.511230,4906.547852,4906.547852,83772300
2020-09-29,4929.333008,4950.967773,4859.786133,4879.098145,4879.098145,86481700
2020-09-30,4896.432129,4903.863770,4841.361816,4870.039063,4870.039063,85378000
2020-10-01,4899.644043,4970.094238,4898.997070,4970.094238,4970.094238,96362100
2020-10-02,4969.245117,4972.823242,4881.913086,4926.733887,4926.733887,88815300
2020-10-05,4947.040039,4962.792969,4915.685059,4958.769043,4958.769043,70868100
2020-10-06,5004.395996,5023.894043,4992.481934,4999.221191,4999.221191,108547800
2020-10-07,4976.567871,5014.609863,4962.089844,5004.327148,5004.327148,92870700
2020-10-08,5018.736816,5039.142090,5001.519043,5039.142090,5039.142090,80288700
2020-10-09,5036.476074,5057.835938,5029.151855,5053.663086,5053.663086,69016600
2020-10-12,5078.128906,5103.502930,5078.128906,5093.099121,5093.099121,91642100
2020-10-13,5093.421875,5132.958984,5064.170898,5132.571777,5132.571777,110621000
2020-10-14,5134.662109,5177.924805,5125.044922,5176.099121,5176.099121,119876700
2020-10-15,5172.590820,5182.530762,5105.149902,5105.149902,5105.149902,110523700
2020-10-16,5111.434082,5115.558105,5067.588867,5103.414063,5103.414063,92480400
2020-10-19,5116.757813,5128.651855,5090.776855,5126.330078,5126.330078,111112200
2020-10-20,5120.913086,5135.078125,5080.956055,5099.839844,5099.839844,88592600
2020-10-21,5116.790039,5131.506836,5083.660156,5096.445801,5096.445801,104786700
2020-10-22,5084.790039,5093.825195,5063.696777,5091.815918,5091.815918,122922500
2020-10-23,5112.787109,5121.020020,5095.506836,5112.187988,5112.187988,95498300
2020-10-26,5113.148926,5158.265137,5113.022949,5144.048828,5144.048828,103314100
2020-10-27,5133.537109,5155.565918,5110.618164,5128.225098,5128.225098,107122400
2020-11-02,5108.028809,5130.686035,5073.500000,5115.127930,5115.127930,97646200
2020-11-03,5133.981934,5162.347168,5131.949219,5159.452148,5159.452148,101351100
2020-11-04,5170.823242,5188.008789,5105.199219,5105.199219,5105.199219,103974300
2020-11-05,5161.390137,5260.326172,5161.390137,5260.326172,5260.326172,108832000
2020-11-06,5276.164063,5335.528809,5246.701172,5335.528809,5335.528809,104732100
2020-11-09,5371.971191,5395.711914,5319.419922,5356.004883,5356.004883,121516500
2020-11-10,5424.731934,5469.183105,5412.594238,5462.738770,5462.738770,149596500
2020-11-11,5475.564941,5520.908203,5471.591797,5509.513184,5509.513184,165238700
2020-11-12,5494.484863,5500.416016,5449.796875,5458.602051,5458.602051,119777900
2020-11-13,5449.101074,5466.563965,5427.631836,5461.058105,5461.058105,113428800
2020-11-16,5500.034180,5519.679199,5462.459961,5494.872070,5494.872070,119907500
2020-11-17,5516.580078,5562.537109,5515.519043,5529.939941,5529.939941,146811400
2020-11-18,5530.875977,5574.728027,5530.875977,5557.518066,5557.518066,140753000
2020-11-19,5541.421875,5598.523926,5541.313965,5594.059082,5594.059082,166665200
2020-11-20,5602.783203,5628.441895,5563.654785,5571.655762,5571.655762,215797300
2020-11-23,5583.330078,5652.764160,5583.330078,5652.764160,5652.764160,189943100
2020-11-24,5677.299805,5710.380859,5667.368164,5701.028809,5701.028809,0
